City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
282,taunggyi,20.7833,97.0333,21.88,26,3,2.14,MM,2024-01-03
283,kargasok,59.0556,80.8572,-27.24,96,98,4.02,RU,2024-01-03
284,coyuca de benitez,17.0333,-100.0667,23.59,59,89,1.92,MX,2024-01-03
285,hamina,60.5697,27.1979,-20.93,99,86,4.97,FI,2024-01-03
286,trairi,-3.2778,-39.2689,25.78,85,100,2.23,BR,2024-01-03
287,tazacorte,28.629,-17.9293,19.54,87,40,3.58,ES,2024-01-03
288,puerto san jose,13.9256,-90.8244,23.75,72,4,2.29,GT,2024-01-03
289,motygino,58.1831,94.7592,-9.56,89,100,4.47,RU,2024-01-03
290,luderitz,-26.6481,15.1594,23.52,71,85,4.99,NA,2024-01-03
291,klyuchi,52.2667,79.1667,-14.59,84,100,5.48,RU,2024-01-03
292,gubkinskiy,64.434,76.5026,-31.94,94,60,3.81,RU,2024-01-03
293,sona,45.4388,10.8255,8.3,93,75,1.54,IT,2024-01-03
294,fale old settlement,-9.3852,-171.2468,29.43,73,11,4.36,TK,2024-01-03
295,nar'yan-mar,67.6713,53.087,-13.2,90,100,8.37,RU,2024-01-03
296,mariehamn,60.0973,19.9348,-8.43,86,100,5.66,AX,2024-01-03
297,kapuskasing,49.4169,-82.4331,-8.95,86,100,3.09,CA,2024-01-03
298,ponta delgada,37.7333,-25.6667,16.4,59,75,2.57,PT,2024-01-03
299,ust'-kut,56.7938,105.7672,-5.87,95,100,2.24,RU,2024-01-03
300,kavkazskaya,45.445,40.6728,6.23,74,100,7.52,RU,2024-01-03
301,maluso,6.543,121.8753,29.05,80,95,0.89,PH,2024-01-03
302,cadale,2.7603,46.3222,29.07,55,66,9.41,SO,2024-01-03
303,palma sola,-23.9634,-64.2987,21.0,85,68,1.46,AR,2024-01-03
304,katabu,-4.9333,122.5167,27.77,85,100,1.45,ID,2024-01-03
305,taroa,8.7058,171.2275,27.65,82,100,9.65,MH,2024-01-03
306,kone,-21.0595,164.8658,27.0,75,85,1.5,NC,2024-01-03
307,chui,-33.6971,-53.4616,19.74,83,92,5.02,UY,2024-01-03
308,gisborne,-38.6533,178.0042,16.85,87,14,2.78,NZ,2024-01-03
309,mount isa,-20.7333,139.5,39.87,22,75,2.57,AU,2024-01-03
310,coruripe,-10.1256,-36.1756,25.8,85,61,5.21,BR,2024-01-03
311,villadose,45.0689,11.8933,7.26,84,100,2.09,IT,2024-01-03
312,broome,42.2506,-75.833,-0.18,84,100,3.09,US,2024-01-03
313,devils lake,48.1128,-98.8651,-6.01,86,100,4.63,US,2024-01-03
314,dolisie,-4.1997,12.6739,23.46,95,100,0.89,CG,2024-01-03
315,sur,22.5667,59.5289,26.38,47,0,2.55,OM,2024-01-03
316,joshua tree,34.1347,-116.3131,10.86,64,3,8.05,US,2024-01-03
317,colac,-38.3333,143.5833,18.43,94,89,3.48,AU,2024-01-03
318,rusera,25.75,86.0333,24.39,24,0,2.21,IN,2024-01-03
319,roma,43.2128,-75.4557,1.64,79,100,0.89,US,2024-01-03
320,gobabis,-22.45,18.9667,30.4,26,28,1.62,NA,2024-01-03
321,chuzhou,32.3219,118.2978,7.8,54,0,2.05,CN,2024-01-03
322,gamba,-2.65,10.0,28.48,72,79,1.68,GA,2024-01-03
323,sidareja,-7.4846,108.7923,28.32,85,99,1.83,ID,2024-01-03
324,natal,-5.795,-35.2094,24.36,94,20,1.54,BR,2024-01-03
325,sault ste. marie,46.5168,-84.3333,0.16,90,100,5.66,CA,2024-01-03
326,south bay,26.664,-80.7162,12.23,72,100,1.74,US,2024-01-03
327,sisimiut,66.9395,-53.6735,-6.36,68,100,6.24,GL,2024-01-03
328,pasighat,28.0667,95.3333,24.02,34,1,1.39,IN,2024-01-03
329,zonguldak,41.25,31.8333,7.47,70,100,1.47,TR,2024-01-03
330,opopeo,19.4,-101.6,8.32,38,100,0.5,MX,2024-01-03
331,balqash,46.8481,74.995,-9.67,92,0,4.0,KZ,2024-01-03
332,wichian buri,15.6578,101.106,33.31,30,14,4.53,TH,2024-01-03
333,kashgar,39.4547,75.9797,2.16,35,99,1.14,CN,2024-01-03
334,tual,-5.6667,132.75,27.6,80,100,3.62,ID,2024-01-03
335,nasice,45.4886,18.0878,11.08,81,100,4.04,HR,2024-01-03
336,kafanchan,9.5833,8.3,30.89,16,50,1.1,NG,2024-01-03
337,borkum,53.5809,6.6915,8.86,91,100,13.38,DE,2024-01-03
338,corner brook,48.9667,-57.9484,-2.68,95,99,1.77,CA,2024-01-03
339,berdigestyakh,62.0989,126.6992,-34.25,100,98,0.68,RU,2024-01-03
340,falakata,26.5208,89.2055,25.0,37,0,0.93,IN,2024-01-03
341,flying fish cove,-10.4217,105.6791,27.82,78,75,3.6,CX,2024-01-03
342,al hamul,31.3115,31.1477,20.13,54,59,3.88,EG,2024-01-03
343,kuqa,41.7278,82.9364,1.09,39,100,1.32,CN,2024-01-03
344,san patricio,28.017,-97.5169,13.92,89,100,4.76,US,2024-01-03
345,trevelin,-43.0858,-71.4639,10.32,88,99,1.72,AR,2024-01-03
346,harper,4.375,-7.7169,27.91,75,8,2.57,LR,2024-01-03
347,san ignacio,17.1561,-89.0714,20.08,100,100,0.0,BZ,2024-01-03
348,mejit,10.2753,170.8646,27.32,75,82,9.63,MH,2024-01-03
349,taulaga,-11.0553,-171.0883,28.6,76,20,4.9,AS,2024-01-03
350,agat village,13.3886,144.6585,28.06,86,0,3.6,GU,2024-01-03
351,quellon,-43.1167,-73.6167,12.7,92,98,2.29,CL,2024-01-03
352,kishtwar,33.3167,75.7667,14.09,13,96,1.78,IN,2024-01-03
353,porto murtinho,-21.6989,-57.8825,23.12,96,10,1.95,BR,2024-01-03
354,nouadhibou,20.931,-17.0347,17.99,48,0,4.12,MR,2024-01-03
355,balykshi,47.0667,51.8667,2.0,87,40,8.0,KZ,2024-01-03
356,zhangye,38.9342,100.4517,2.13,25,9,2.15,CN,2024-01-03
357,tirmiz,37.2242,67.2783,15.05,36,0,2.06,UZ,2024-01-03
358,kuytun,54.3419,101.5036,-3.01,78,100,7.03,RU,2024-01-03
359,road town,18.4167,-64.6167,23.05,71,0,1.17,VG,2024-01-03
360,callao,-12.0667,-77.15,22.62,83,100,5.66,PE,2024-01-03
361,shache,38.4167,77.2406,3.09,30,100,1.15,CN,2024-01-03
362,puerto colombia,10.9878,-74.9547,26.05,84,27,10.35,CO,2024-01-03
363,sorong,-0.8833,131.25,27.97,82,86,3.99,ID,2024-01-03
364,pundong,-7.9522,110.3486,28.81,77,100,2.95,ID,2024-01-03
365,zinjibar,13.1287,45.3807,27.0,58,29,5.1,YE,2024-01-03
366,laguna,38.421,-121.4238,9.31,93,100,5.14,US,2024-01-03
367,mount pearl,47.5166,-52.7813,-0.58,84,61,0.45,CA,2024-01-03
368,aromashevo,56.8602,68.6375,-26.51,91,8,0.96,RU,2024-01-03
369,sao miguel do tapuio,-5.5036,-41.3233,22.98,96,100,0.77,BR,2024-01-03
370,samana,19.2056,-69.3369,23.27,90,63,1.4,DO,2024-01-03
371,vanimo,-2.6741,141.3028,27.13,82,99,1.11,PG,2024-01-03
372,baturaja,-4.1333,104.1667,27.78,89,85,1.88,ID,2024-01-03
373,zvishavane,-20.3267,30.0665,24.08,64,83,2.73,ZW,2024-01-03
374,port shepstone,-30.7414,30.455,23.71,75,100,5.68,ZA,2024-01-03
375,tobelo,1.7284,128.0095,28.29,80,37,3.39,ID,2024-01-03
376,alajarvi,63.0,23.8167,-26.42,99,45,1.93,FI,2024-01-03
377,selfoss,63.9331,-20.9971,0.91,84,100,3.9,IS,2024-01-03
378,znamenskoye,57.1281,73.8282,-28.21,96,39,2.06,RU,2024-01-03
379,karachayevsk,43.774,41.9142,3.06,83,100,2.54,RU,2024-01-03
380,guasdualito,7.2424,-70.7324,24.39,65,99,1.81,VE,2024-01-03
381,tocopilla,-22.092,-70.1979,19.45,76,30,1.31,CL,2024-01-03
382,west lafayette,40.4259,-86.9081,-0.88,89,0,1.54,US,2024-01-03
383,nguruka,-5.1092,31.0419,20.27,94,100,1.88,TZ,2024-01-03
384,nizhnesortymskiy,62.4397,71.7603,-32.69,99,15,3.4,RU,2024-01-03
385,tukrah,32.5341,20.5791,17.94,51,97,4.95,LY,2024-01-03
386,selibaby,15.159,-12.1829,25.15,11,56,7.14,MR,2024-01-03
387,corinto,37.9407,22.9573,16.05,57,15,3.59,GR,2024-01-03
388,dalby,-27.1833,151.2667,26.98,53,51,7.58,AU,2024-01-03
389,ust-nera,64.5667,143.2,-39.53,98,90,2.16,RU,2024-01-03
390,mirny,62.5353,113.9611,-31.0,98,100,2.24,RU,2024-01-03
391,andovoranto,-18.95,49.1,31.24,63,100,3.65,MG,2024-01-03
392,murzuq,25.9155,13.9184,16.42,32,0,4.57,LY,2024-01-03
393,huanren,41.2647,125.3667,-9.77,95,54,0.52,CN,2024-01-03
394,adamovka,51.5223,59.9396,-2.16,86,100,6.48,RU,2024-01-03
395,ulsteinvik,62.3432,5.8487,-0.93,63,41,5.35,NO,2024-01-03
396,jiaozuo,35.2397,113.2331,8.31,34,0,2.79,CN,2024-01-03
397,meadow lake,34.8014,-106.5436,3.41,44,0,1.75,US,2024-01-03
398,polyarnyy,69.1989,33.4478,-15.65,74,100,9.96,RU,2024-01-03
399,adrar,20.5022,-10.0711,18.42,16,98,4.86,MR,2024-01-03
400,miyaly,48.8844,53.7836,3.9,55,100,8.54,KZ,2024-01-03
401,benghazi,32.1167,20.0667,17.78,57,83,4.34,LY,2024-01-03
402,dhidhdhoo,6.8833,73.1,27.64,80,16,5.0,MV,2024-01-03
403,amga,60.8953,131.9608,-31.15,100,91,0.34,RU,2024-01-03
404,hilton head island,32.2163,-80.7526,3.88,93,20,0.0,US,2024-01-03
405,talusan,7.4267,122.8103,28.6,73,98,0.95,PH,2024-01-03
406,zagon,45.7667,26.1167,7.24,43,100,1.86,RO,2024-01-03
407,san antonio de pale,-1.4014,5.6325,27.4,77,98,4.66,GQ,2024-01-03
408,persembe,41.0656,37.7714,10.68,88,100,1.59,TR,2024-01-03
409,zyryanovsk,49.7386,84.2719,-7.38,94,100,0.53,KZ,2024-01-03
410,thayetmyo,19.3167,95.1833,30.62,28,3,2.65,MM,2024-01-03
411,altai,46.3722,96.2583,-14.43,76,14,1.16,MN,2024-01-03
412,guerrero negro,27.9769,-114.0611,15.65,66,0,4.21,MX,2024-01-03
413,grande prairie,55.1667,-118.8027,-9.59,97,90,1.99,CA,2024-01-03
414,jiamusi,46.8333,130.35,-16.91,98,50,2.37,CN,2024-01-03
415,ust'-ilimsk,58.0006,102.6619,-7.53,96,100,2.24,RU,2024-01-03
416,nha trang,12.25,109.1833,28.0,75,35,6.23,VN,2024-01-03
417,khandyga,62.6667,135.6,-30.24,100,95,0.71,RU,2024-01-03
418,peace river,56.2501,-117.286,-7.97,94,65,2.49,CA,2024-01-03
419,chesma,53.8111,60.6533,-13.79,95,100,3.28,RU,2024-01-03
420,itacare,-14.2775,-38.9967,25.23,90,49,2.87,BR,2024-01-03
421,grants,35.1473,-107.8514,-10.87,79,0,1.54,US,2024-01-03
422,bereeda,11.8704,51.0579,26.71,56,45,5.09,SO,2024-01-03
423,chegdomyn,51.1167,133.0167,-19.59,99,100,0.49,RU,2024-01-03
424,robore,-18.3333,-59.75,22.72,95,100,0.76,BO,2024-01-03
425,saynshand,44.8824,110.1163,-10.9,86,8,3.38,MN,2024-01-03
426,sligo,54.2697,-8.4694,7.17,93,100,3.09,IE,2024-01-03
427,salumbar,24.1333,74.05,25.87,35,0,1.71,IN,2024-01-03
428,swakopmund,-22.6833,14.5333,19.82,73,60,2.46,NA,2024-01-03
429,tiassale,5.8983,-4.8283,30.1,62,27,0.61,CI,2024-01-03
430,pangoa,-12.1167,-73.0,21.27,100,100,0.58,PE,2024-01-03
431,buriti dos lopes,-3.175,-41.8669,24.12,95,100,1.27,BR,2024-01-03
432,tsiombe,-25.3,45.4833,27.28,68,92,7.2,MG,2024-01-03
433,rio grande,-32.035,-52.0986,21.08,85,99,7.91,BR,2024-01-03
434,georgievka,49.3314,81.5761,-6.58,85,48,2.14,KZ,2024-01-03
435,arno,60.1167,18.6333,-8.45,80,100,8.78,SE,2024-01-03
436,north side,19.35,-81.2,23.89,72,97,8.24,KY,2024-01-03
437,as sulayyil,20.4607,45.5779,26.14,27,0,4.87,SA,2024-01-03
438,acapulco de juarez,16.8634,-99.8901,23.9,64,20,2.06,MX,2024-01-03
439,cangzhou,38.3167,116.8667,-0.91,85,0,3.13,CN,2024-01-03
440,ilhabela,-23.7781,-45.3581,24.03,94,97,2.42,BR,2024-01-03
441,mga,59.75,31.0667,-27.04,97,17,1.72,RU,2024-01-03
442,kili,5.6439,169.1211,28.34,81,21,9.43,MH,2024-01-03
443,dul'durga,50.6761,113.5931,-15.13,92,100,1.61,RU,2024-01-03
444,goondiwindi,-28.55,150.3167,31.87,27,57,1.18,AU,2024-01-03
445,toktogul,41.8708,72.9402,0.96,70,95,0.49,KG,2024-01-03
446,salinopolis,-0.6136,-47.3561,25.92,87,95,3.86,BR,2024-01-03
447,port augusta,-32.5,137.7667,23.04,64,100,7.8,AU,2024-01-03
448,watampone,-4.5386,120.3279,29.03,77,95,2.23,ID,2024-01-03
449,lae,-6.7221,146.9847,27.72,84,89,2.3,PG,2024-01-03
450,mantua,45.1667,10.7833,7.27,90,100,2.24,IT,2024-01-03
451,altay,47.8667,88.1167,-11.11,93,56,1.65,CN,2024-01-03
452,pader,3.05,33.2167,32.41,26,3,3.24,UG,2024-01-03
453,tugulym,57.0591,64.6425,-28.71,93,61,1.32,RU,2024-01-03
454,lethem,3.3803,-59.7968,24.05,77,63,5.35,GY,2024-01-03
455,antonio enes,-16.2325,39.9086,31.5,59,95,3.11,MZ,2024-01-03
456,gokwe,-18.2048,28.9349,26.19,50,10,2.89,ZW,2024-01-03
457,noosa heads,-26.3833,153.15,26.17,86,3,5.54,AU,2024-01-03
458,vega de alatorre,20.0333,-96.6333,20.95,84,96,3.51,MX,2024-01-03
459,caleta de carquin,-11.0925,-77.6267,21.27,87,98,3.12,PE,2024-01-03
460,lincheng,19.9078,109.6858,21.45,75,74,5.75,CN,2024-01-03
461,horta,38.5333,-28.6333,15.8,63,40,6.69,PT,2024-01-03
462,concordia,-31.393,-58.0209,19.32,94,31,3.13,AR,2024-01-03
463,pesqueira,-8.3578,-36.6964,21.47,92,68,2.64,BR,2024-01-03
464,fort st. john,56.2499,-120.8529,-7.92,95,100,1.28,CA,2024-01-03
465,meadow lakes,61.6247,-149.6011,0.9,63,0,5.66,US,2024-01-03
466,sultanah,24.4926,39.5857,21.25,35,0,4.63,SA,2024-01-03
467,brookings,44.3114,-96.7984,-2.68,97,100,3.6,US,2024-01-03
468,jilib,0.4883,42.7854,35.9,29,6,4.73,SO,2024-01-03
469,plastun,44.7561,136.2939,-8.23,70,9,0.98,RU,2024-01-03
470,keflavik,64.0049,-22.5624,3.24,87,75,4.63,IS,2024-01-03
471,ocean shores,46.9737,-124.1563,7.79,92,75,6.17,US,2024-01-03
472,malango,-2.9627,119.9001,23.1,96,100,0.65,ID,2024-01-03
473,khadan khak,30.7477,67.7085,10.47,42,24,2.86,PK,2024-01-03
474,pasni,25.2631,63.471,23.72,44,0,2.15,PK,2024-01-03
475,fisterra,42.9049,-9.2629,13.19,82,88,6.87,ES,2024-01-03
476,inhambane,-23.865,35.3833,28.69,53,10,4.79,MZ,2024-01-03
477,rawah,34.4816,41.9093,16.51,52,18,3.63,IQ,2024-01-03
478,dryden,49.7833,-92.7503,-9.84,85,100,3.09,CA,2024-01-03
479,i-n-salah,27.1935,2.4607,14.83,32,0,6.89,DZ,2024-01-03
480,seaham,54.839,-1.3458,7.02,91,94,1.93,GB,2024-01-03
481,carbonear,47.7332,-53.2148,0.14,83,72,4.15,CA,2024-01-03
482,tofol,5.3248,163.0078,28.31,79,4,8.23,FM,2024-01-03
483,pangody,65.85,74.4859,-28.6,98,97,4.41,RU,2024-01-03
484,jetpur,21.7333,70.6167,28.08,15,0,4.7,IN,2024-01-03
485,lompoc,34.6391,-120.4579,12.66,89,100,4.12,US,2024-01-03
486,abashiri,44.0213,144.2697,-5.85,73,81,1.4,JP,2024-01-03
487,ierapetra,35.01,25.7353,18.41,66,1,3.13,GR,2024-01-03
488,erdenet,49.0333,104.0833,-7.4,63,2,11.72,MN,2024-01-03
489,mana,5.6592,-53.7767,24.72,83,85,3.13,GF,2024-01-03
490,fort bragg,35.139,-79.006,0.11,86,0,0.0,US,2024-01-03
491,port macquarie,-31.4333,152.9167,23.27,87,3,2.58,AU,2024-01-03
492,mount gambier,-37.8333,140.7667,17.41,89,95,5.65,AU,2024-01-03
493,siwa oasis,29.2041,25.5195,17.98,38,0,1.82,EG,2024-01-03
494,kayangel,8.0823,134.7173,28.89,74,10,3.86,PW,2024-01-03
495,mossel bay,-34.1831,22.146,21.96,91,99,4.98,ZA,2024-01-03
496,villa gesell,-37.2639,-56.973,18.92,85,80,4.38,AR,2024-01-03
497,bima,-8.4667,118.7167,30.49,67,99,2.98,ID,2024-01-03
498,chernomorskoye,45.5039,32.6997,8.97,73,99,7.35,UA,2024-01-03
499,vernon,50.2581,-119.2691,2.56,89,100,0.16,CA,2024-01-03
500,mahina,-17.5065,-149.489,26.87,78,0,1.54,PF,2024-01-03
501,saint-felicien,48.6501,-72.4491,-1.62,86,100,3.6,CA,2024-01-03
502,banda aceh,5.5577,95.3222,29.4,69,96,0.48,ID,2024-01-03
503,yallahs,17.8748,-76.5624,23.23,87,19,3.55,JM,2024-01-03
504,fengxiang,47.5833,130.8333,-21.48,100,28,1.71,CN,2024-01-03
505,luganville,-15.5333,167.1667,27.36,84,93,1.52,VU,2024-01-03
506,zelenchukskaya,43.858,41.5894,1.84,85,100,2.31,RU,2024-01-03
507,laojunmiao,39.8333,97.7333,-0.85,25,97,2.37,CN,2024-01-03
508,balikpapan,-1.2675,116.8289,29.55,79,20,2.57,ID,2024-01-03
509,kachug,53.9606,105.8817,-11.48,98,100,0.35,RU,2024-01-03
510,mhango,-3.2833,32.85,22.92,77,100,0.62,TZ,2024-01-03
511,port saint john's,-31.6229,29.5448,26.25,66,72,5.2,ZA,2024-01-03
512,porto torres,40.835,8.3972,16.1,84,100,6.73,IT,2024-01-03
513,cabedelo,-6.9811,-34.8339,24.37,79,35,3.55,BR,2024-01-03
514,sao gabriel da cachoeira,-0.1303,-67.0892,22.79,98,72,0.24,BR,2024-01-03
515,xiva,41.3783,60.3639,6.99,39,6,6.98,UZ,2024-01-03
516,boguchany,58.3814,97.4531,-3.41,94,100,3.58,RU,2024-01-03
517,ugoofaaru,5.6667,73.0,27.4,81,29,5.15,MV,2024-01-03
518,bathsheba,13.2167,-59.5167,25.94,72,2,5.6,BB,2024-01-03
519,hami,42.8,93.45,-2.85,72,27,0.62,CN,2024-01-03
520,malmberget,67.1753,20.6549,-36.69,61,84,0.0,SE,2024-01-03
521,saldanha,-33.0117,17.9442,25.03,62,3,3.82,ZA,2024-01-03
522,saint-philippe,-21.3585,55.7679,30.77,77,100,4.75,RE,2024-01-03
523,sidney,-33.8679,151.2073,25.61,78,0,8.23,AU,2024-01-03
524,kilindoni,-7.9139,39.6668,29.3,72,96,5.18,TZ,2024-01-03
525,porto novo,6.4965,2.6036,30.83,61,98,0.43,BJ,2024-01-03
526,severo-yeniseyskiy,60.3725,93.0408,-16.9,96,100,2.68,RU,2024-01-03
527,dame-marie,18.5667,-74.4167,24.19,86,66,7.89,HT,2024-01-03
528,kavieng,-2.5744,150.7967,28.24,78,99,2.7,PG,2024-01-03
529,buraydah,26.326,43.975,16.25,63,2,4.03,SA,2024-01-03
530,stevens point,44.5236,-89.5746,0.03,88,100,3.09,US,2024-01-03
531,puerto plata,19.7934,-70.6884,23.03,100,75,0.0,DO,2024-01-03
532,tongren,27.7172,109.1853,12.45,55,24,2.29,CN,2024-01-03
533,tadine,-21.55,167.8833,25.17,76,40,5.89,NC,2024-01-03
534,east london,-33.0153,27.9116,24.52,78,75,6.69,ZA,2024-01-03
535,huinca renanco,-34.8404,-64.3758,17.68,66,64,2.48,AR,2024-01-03
536,sao jose da coroa grande,-8.8978,-35.1478,26.19,83,39,3.66,BR,2024-01-03
537,ataq,14.5377,46.8319,24.33,30,37,1.62,YE,2024-01-03
538,argo,37.6333,22.7333,15.99,55,6,1.83,GR,2024-01-03
539,rio gallegos,-51.6226,-69.2181,10.47,74,91,3.12,AR,2024-01-03
540,neftcala,39.3742,49.2472,13.46,52,100,4.32,AZ,2024-01-03
541,asikkala,61.2167,25.5,-24.08,100,87,2.22,FI,2024-01-03
542,wenatchee,47.4235,-120.3103,5.07,96,100,2.57,US,2024-01-03
543,thisted,56.9552,8.6949,-1.0,92,100,17.1,DK,2024-01-03
544,mont-laurier,46.5501,-75.4993,-1.21,96,97,2.77,CA,2024-01-03
545,cedeira,43.6797,-8.0209,13.32,76,53,9.95,ES,2024-01-03
546,neijiang,29.5835,105.0622,15.43,52,20,2.45,CN,2024-01-03
547,yorkton,51.2167,-102.4677,-10.09,79,100,2.06,CA,2024-01-03
548,huangmei,30.1924,116.025,10.49,53,1,1.11,CN,2024-01-03
549,heihe,50.2441,127.4902,-17.56,100,62,1.71,CN,2024-01-03
550,kayyerkan,69.3786,87.7439,-32.24,97,96,1.85,RU,2024-01-03
551,margate,51.3813,1.3862,9.94,81,78,4.92,GB,2024-01-03
552,ribas do rio pardo,-20.4431,-53.7592,23.39,87,100,0.89,BR,2024-01-03
553,magadan,59.5667,150.8,-24.62,86,71,2.32,RU,2024-01-03
554,columbia falls,48.3725,-114.1815,-2.21,97,100,0.0,US,2024-01-03
555,ha'il,27.5219,41.6907,13.01,82,20,2.06,SA,2024-01-03
556,katsina,12.9894,7.6006,24.3,13,2,5.23,NG,2024-01-03
557,rawson,-43.3002,-65.1023,20.42,62,82,5.42,AR,2024-01-03
558,marakkanam,12.2,79.95,30.19,67,100,5.5,IN,2024-01-03
559,puerto leguizamo,-0.1934,-74.7819,21.9,92,99,0.41,CO,2024-01-03
560,taunsa,30.7048,70.6505,20.98,20,0,1.11,PK,2024-01-03
561,awjilah,29.1081,21.2869,17.57,39,0,2.58,LY,2024-01-03
562,san pedro pochutla,15.7333,-96.4667,21.58,67,34,1.59,MX,2024-01-03
563,turtas,58.9417,69.1325,-31.27,95,6,1.18,RU,2024-01-03
564,winnemucca,40.973,-117.7357,-0.97,69,100,0.0,US,2024-01-03
565,mostaganem,35.9311,0.0892,15.96,42,79,3.29,DZ,2024-01-03
566,brisas de zicatela,15.8369,-97.0419,23.68,66,1,1.83,MX,2024-01-03
567,la passe,45.5549,-0.8967,12.13,80,51,9.43,FR,2024-01-03
